article_index,title,publication_date,source,url,label,confidence,strong_hits,support_hits,all_hits_count,snippet
716,Catholic bishops around the world demand IOC formal apology for ‘blasphemous’ Olympic opening | Catholic News Agency,2024-08-02,www.catholicnewsagency.com,https://www.catholicnewsagency.com/news/258469/catholic-bishops-demand-ioc-formal-apology-for-blasphemous-olympic-opening,high_precision,high,"opening ceremony, last supper","christian, jesus, religious, faith, mock, mockery, blasphemy, parody, offend, offensive",12,"...wsroom, Aug 2, 2024 /
            09:00 am

In a strongly worded open letter, Catholic cardinals and bishops from around the world are calling on the International Olympic Committee (IOC) to “repudiate” and “apologize” for the “intentionally hateful mockery”of the Last Supperduring the opening ceremony of the Paris 2024 Olympics.

In addition, “the undersigned commit to a day of prayer and fasting in reparation for this blasphemy.”

The letter was signed by three cardinals and 24 bishops as of F..."
760,"Drag queen in Olympic opening ceremony has no regrets, calls it ‘a photograph of France in 2024’",2024-07-31,www.click2houston.com,https://www.click2houston.com/entertainment/2024/07/31/drag-queen-in-olympic-opening-ceremony-has-no-regrets-calls-it-a-photograph-of-france-in-2024/,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, apostles, religion, religious, mock, mockery, parody, offend",12,"...tral France, Hugo Bardin never felt he lived in a world that represented who he was — a world in which he had a place.

And that is why Bardin, who performs as the drag queen Paloma, felt it was meaningful and important to be part ofa Paris Olympics opening ceremonythat presented a multifaceted, multiethnic France with people of different ethnicities and orientations.

Recommended Videos

“It was a really important moment for the French people and the representation of France around the world,”..."
911,"WaPo columnist defends Olympics ‘Last Supper’ display, says artist may be ‘better worshiper’ than critics | Fox News",2024-08-01,www.foxnews.com,https://www.foxnews.com/media/wapo-columnist-defends-olympics-last-supper-display-artist-may-better-worshipper-critics,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, apostles, religious, faith, mock, mockery, parody, offend",12,"...in real-time or delayed by at least 15 minutes. Market data provided byFactset. Powered and implemented byFactSet Digital Solutions.Legal Statement. Mutual Fund and ETF data provided byRefinitiv Lipper.

Bishop Robert Barron reacts to a drag queens parody allegedly mocking Christianity at the 2024 Paris Olympics on 'Fox News Live.'

Washington Post columnist Sally Jenkins blasted Christian and conservative critics of the apparent Last Supper mockery depicted at the Paris Olympics opening ceremo..."
1149,Drag queen in Olympic opening ceremony has no regrets,2024-07-31,www.mercurynews.com,https://www.mercurynews.com/2024/07/31/drag-queen-in-olympic-opening-ceremony-has-no-regrets/,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, apostles, religion, religious, mock, mockery, parody, offend",12,"...tral France, Hugo Bardin never felt he lived in a world that represented who he was — a world in which he had a place.

And that is why Bardin, who performs as the drag queen Paloma, felt it was meaningful and important to be part ofa Paris Olympics opening ceremonythat presented a multifaceted, multiethnic France with people of different ethnicities and orientations.

“It was a really important moment for the French people and the representation of France around the world,” says Paloma, who too..."
1335,"'An Abomination, Blasphemy': Paris Olympics Drag Show Parodying The Last Supper Sparks Outrage | WATCH | World News - News18",2024-07-27,www.news18.com,https://www.news18.com/world/an-abomination-blasphemy-paris-olympics-ceremony-sparks-outrage-with-drag-queens-parodying-last-supper-8980405.html,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, apostles, religious, faith, mock, mockery, blasphemy, parody",12,"A performance at theParis Olympicsopening ceremony has sparked backlash, particularly from the Christian community after the show featured drag queens posing behind a table reminiscent of Leonardo da Vinci’s depiction of the ‘Last Supper,’ where Jesus dined with his apostles.

One pe..."
1356,Pastors Counter Conservative Fury Over Olympics ‘Last Supper’ Performance - Newsweek,2024-07-28,www.newsweek.com,https://www.newsweek.com/pastors-counter-conservative-christian-fury-over-olympics-last-supper-performance-1931202,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, apostles, religious, faith, mock, mockery, offend, offensive",12,"Published

Jul 28, 2024 at 01:18 PM EDT

updated

Jul 29, 2024 at 08:29 AM EDT

Politics and Culture Reporter

Two pastors have publicly pushed back against claims from conservatives that a scene from the Paris Olympic opening ceremony depicted the ""Last Supper,"" instead countering that it represented the Feast of Dionysus.

On Friday evening, the four-hour Olympic opening ceremony showcased a blend of modern and historic French culture, featuring diverse artistic..."
1357,Trump on LA 2028 Olympics: ‘We Won’t Be Having a Last Supper’ - Newsweek,2024-07-30,www.newsweek.com,https://www.newsweek.com/trump-la-2028-olympics-comment-last-supper-1931951,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, apostles, religious, faith, mock, mockery, offend, offensive",12,"...he will use his power to influence the organizers of the 2028Olympics, which will take place in Los Angeles, California.

Speaking toLaura Ingrahamon FOX News during an interview Monday, theRepublicancandidate and former president condemned Friday's opening ceremony of the Paris 2024 Olympic Games.

""I thought that the opening ceremony was a disgrace, actually,""said Trump. ""I thought it was a disgrace.""

He appeared to be referring to a scene in which a group of drag artists and dancers were pos..."
1358,Vatican Issues ‘Unusual’ Response to Olympics ‘Last Supper’ Controversy - Newsweek,2024-08-03,www.newsweek.com,https://www.newsweek.com/vatican-holy-see-respond-last-summer-opening-paris-olympic-games-1934237,high_precision,high,"opening ceremony, last supper","christian, jesus, apostles, religion, religious, biblical, mock, mockery, parody, offensive",12,"Published

Aug 03, 2024 at 06:08 PM EDT

Weekend Night Editor

In a long-awaited move, the Vatican has finally weighed in on the ongoing debate surrounding acontroversial segmentfrom the 2024 ParisOlympicsopening ceremony, issuing a rare weekend press release expressing disappointment over what many perceived as a parody of Leonardo da Vinci's iconic ""The Last Supper"" painting.

The statement, released Saturday evening in French reported byReuters, ma..."
1414,Controversial Last Supper Tableau At The 2024 Olympics | Mishael Austin Witty,2024-08-15,www.patheos.com,https://www.patheos.com/blogs/doyouwanttogetwell/2024/08/controversial-last-supper-tableau-at-the-2024-olympics/,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, apostles, religious, mock, mockery, parody, offend, offensive",12,"The Last Supper tableau at the 2024 Summer Olympics caused a great deal of controversy. But are Christians missing an opportunity to show grace and share the truth about who Jesus was?/AI-generated image usingWritesonic

The 2024 Paris Olympics wrapped u..."
1417,Olympics 2024: Celebrating Dionysius At The Lord’s Table? | Anthony Costello,2024-07-31,www.patheos.com,https://www.patheos.com/blogs/theologicalapologetics/2024/07/olympics-2024-celebrating-dionysius-at-the-lords-table/,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, religion, religious, faith, biblical, mock, mockery, parody",12,"Editors Note: This is a guest post by Christian author and speakerKaon Serjani.

Immediately following theOpening Ceremony of the Paris 2024 Olympics, there was global controversy among Christians who interpreted certain segments as a mockery ofDa Vinci’s The Last Supper. Some organizers..."
1480,"Drag Queens admit Paris Olympic Games performance as parody of ""The Last Supper"" | RVA",2024-08-02,www.rvasia.org,https://www.rvasia.org/asian-news/drag-queens-admit-paris-olympic-games-performance-parody-last-supper,high_precision,high,"opening ceremony, last supper","christianity, christian, religious, faith, biblical, mock, mockery, parody, offend, offensive",12,"The artists involved in the opening ceremony of the 2024 Olympic Games have disclosed that their performance was, in fact,a parody of Leonardo da Vinci's ""The Last Supper.""

The admission was made in online social media posts and statements to the media.

Speaking to the French..."
1481,"Drag Queens admit Paris Olympic Games performance as parody of ""The Last Supper"" | RVA",2024-08-02,www.rvasia.org,https://www.rvasia.org/index.php/asian-news/drag-queens-admit-paris-olympic-games-performance-parody-last-supper,high_precision,high,"opening ceremony, last supper","christianity, christian, religious, faith, biblical, mock, mockery, parody, offend, offensive",12,"The artists involved in the opening ceremony of the 2024 Olympic Games have disclosed that their performance was, in fact,a parody of Leonardo da Vinci's ""The Last Supper.""

The admission was made in online social media posts and statements to the media.

Speaking to the French..."
1581,Paris LOC apologises to Christians over 'offensive segment' of Olympics opening ceremony | TheCable,2024-07-28,www.thecable.ng,https://www.thecable.ng/paris-loc-apologises-to-christians-over-offensive-segment-at-olympics-opening-ceremony/,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, apostles, religion, religious, biblical, mock, mockery, offensive",12,"The organisers of the Paris Olympics have apologised over some scenes from the event’s opening ceremony that have been described as a mockery of Christianity.

The Paris Olympics opening ceremony was held on Friday on the River Seine.

Boats ferried participating countries in parades over the body of water, and the event featured music..."
1696,"'Last Supper' Olympics Image Enflames Speaker Johnson, Conservative Leaders: 'Shocking and Insulting' - TheWrap",2024-07-27,www.thewrap.com,https://www.thewrap.com/speaker-johnson-conservative-leaders-complain-about-last-supper-olympics/,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, religious, faith, biblical, mock, mockery, parody, offend",12,"“The war on our faith and traditional values knows no bounds today,” Johnson writes on X

The Opening Ceremonies of this year’s Olympic Games in Paris included an apparent parody of Leonardo Da Vinci’s final painting, “The Last Supper” — and conservative leaders, in..."
1733,"Olympics Opening Ceremony Controversy Over 'The Last Supper,' Explained",2024-08-12,www.today.com,https://www.today.com/news/paris-olympics/olympics-opening-ceremony-last-supper-controversy-rcna163929,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, apostles, religion, religious, faith, biblical, mock, mockery",12,"A Michael Kors Bag, Suede Slippers and More Holiday Gifts at Walmart — Starting at $9



Becca Wood

News and Trending Reporter/Editor

While thetheatrical opening ceremonyat the2024 Paris Olympicsbrought memorable moments, one scene from the performance has prompted mixed reactions.

The four-hour ceremony on July 26 kicked off the start of the Summer Games, with athletes gliding down the River Seine a..."
3883,'Boycott Olympics' - Fani-Kayode urges Christians over parody of Last Supper by drag queens - Daily Post Nigeria,2024-07-27,dailypost.ng,https://dailypost.ng/2024/07/27/boycott-olympics-fani-kayode-urges-christians-over-parody-of-last-supper-by-drag-queens,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, religion, religious, faith, mock, mockery, blasphemy, parody",12,"Published

on

By

Former Minister of Aviation, Femi Fani-Kayode, has urged Christians to boycott the 2024 Olympic Games following an alleged mockery of the religion at the opening ceremony in Paris, France, on Friday.

DAILY POST reports that an attempt by Drag Queens to recreate da Vinci’s painting of Jesus’ Last Supper du..."
8018,Anti-Christian Olympics Heralds The Rise Of A Neopagan West,2024-07-29,thefederalist.com,https://thefederalist.com/2024/07/29/anti-christian-olympic-opening-ceremony-heralds-the-rise-of-a-neopagan-west,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, apostles, religious, faith, mock, mockery, offend, offensive",12,"The entire point of the transgender ‘Last Supper’ scene in Paris was to mock Christianity and offend Christians.

As nearly everyone has seen by now, the opening ceremony of the Paris Olympics featured an obscene tableau mocking Christianity with a paganized rendering of Leonardo DaVinc..."
67,Offense taken: Parsing the uproar over the Olympics opening ceremony – Baptist News Global,2024-07-28,baptistnews.com,https://baptistnews.com/article/offense-taken-parsing-the-uproar-over-the-olympics-opening-ceremony/,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, religion, religious, faith, mock, mockery, offend",11,"OpinionRick Pidcock|  July 28, 2024

The way pastors and pundits respond to controversyonline in the heat of a cultural moment can be a window for discovering how power works in society and a reminder for where Christians can find beauty.

When screenshots of the Olympics opening ceremony revealed a scene that looked like a drag queen version of Leonardo da Vinci’sLast Supperpainting, of course all the usual suspects were going to come out of the woodwork a..."
97,Global Outrage After Olympics Trots out Drag Queens to Blaspheme Jesus and the Last Supper | CBN News,2024-07-28,cbn.com,https://cbn.com/news/world/global-outrage-after-olympics-trots-out-drag-queens-blaspheme-jesus-and-last-supper,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, religious, faith, mock, mockery, blasphemy, offensive",11,"Today is Giving Tuesday. All gifts will be matched—up to $250,000!

Share This article

PHOTO: A protest near the French Embassy in Romania after the Paris Olympics mocked the Last Supper during Friday's ceremony with an LGBTQ+ icon flanked by drag queens. (AP Photo/Andreea Alexandru)

The opening ceremonies of the Paris Olympics mocked the sacred Last Supper of Jesus Christ with a blasphemous drag queen present..."
114,Crux,2024-08-03,cruxnow.com,https://cruxnow.com/vatican/2024/08/vatican-belatedly-joins-chorus-of-protest-over-olympic-last-supper-parody/,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, religion, religious, faith, mock, mockery, parody",11,"An apparent parody of the Last Supper at the July 26 opening ceremony of the Paris Olympics. (Credit: @theolympicgames/X.)

ROME – Belatedly joining a global chorus of outrage and condemnation, the Vatican on Saturday reacted to an apparent parody of the Last Su..."
243,Olympic “Christ” Threatens to Sue Critics Over “Last Supper” Backlash – JONATHAN TURLEY,2024-07-31,jonathanturley.org,https://jonathanturley.org/2024/07/31/olympic-christ-threatens-to-sue-critics-over-last-supper-backlash/comment-page-5/#comments,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, religion, religious, mock, mockery, parody, offend",11,"Barbara Butch, the LGBTQ activist who was the center figure in the controversial “Last Supper” Paris Olympic scene is threatening to sue those criticizing her. Butch played the role (wearing a Christ-like halo) viewed by many as a spoof on Christ in the Last Supper. The creators insist that they were going for a type of “pagan par..."
346,Rob Schneider boycotts Paris Olympics over drag 'Last Supper' parody: 'Openly celebrates Satan' | New York Post,2024-07-29,nypost.com,https://nypost.com/2024/07/29/entertainment/rob-schneider-boycotts-paris-olympics-over-drag-last-supper-parody-openly-celebrates-satan/,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, religious, faith, mock, mockery, parody, offensive",11,"Rob Schneider is done with the 2024 Paris Olympics.

The actor and comedian, 60, announced he’s boycotting watching this year’s Olympic Games because ofthe controversial drag performancethat parodied the Last Supper during the opening ceremony.

“I am sorry to say to ALL the world’s GREATEST ATHLETES, I wish you ALL THE BEST, but I cannot watch an Olympics that disrespects Christianity and openly celebrates Satan,” Schneiderwrote on X(formerly Twitte..."
413,Paris Olympics Faces Online Backlash For Opening Ceremony,2024-07-29,techweez.com,https://techweez.com/2024/07/29/paris-olympics-online-backlash-opening-ceremony/,high_precision,high,"opening ceremony, last supper","christianity, christian, religion, religious, faith, mock, mockery, parody, offensive",11,"...to the internet over the weekend, you might have noticed that alot of people are angry at the organizers of the ongoing2024 Olympic Gamesbeing held in Paris, France.

This major outrage that has been going on for some days now stems majorly from the opening ceremony, a tradition that happens in every Olympics edition to mark the official start of the multi-sport events. Like every host nation, France got to present a visually and musically huge presentation as a welcome to all the guests and ath..."
442,Bishop Calls Olympics’ Last Supper Drag Parody ‘Masterpiece of Woke Duplicity’ - The Tablet,2024-07-29,thetablet.org,https://thetablet.org/paris-olympic-committee-makes-soft-apology-for-last-supper-drag-parody/,high_precision,high,"opening ceremony, last supper","christian, jesus, religious, faith, biblical, mock, parody, offend, offensive",11,"By Elise Ann Allen

ROME (Crux) — Representatives of the Paris 2024 Olympics Committee have apologized to anyone offended by a drag parody of the Last Supper during the opening ceremony, insisting that their intention was to foster inclusion and celebrate diversity.

Paris 2024 spokesperson Anne Descamps was asked about the outcry during an International Olympi..."
470,Rob Schneider slams Paris Olympics over 'Last Supper' parody | Toronto Sun,2024-07-29,torontosun.com,https://torontosun.com/entertainment/celebrity/stars-slam-paris-olympics-over-last-supper-parody-openly-celebrates-satan,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, religion, religious, faith, mock, mockery, parody",11,"...ure if I was watching the Olympics or if I was watching a school board meeting'

You can save this article by registering for freehere. Orsign-inif you have an account.

Rob Schneider is lashing out at Olympic organizers over the controversial drag “Last Supper” performance during Friday’s opening ceremony.

Subscribe now to read the latest news in your city and across Canada.

Subscribe now to read the latest news in your city and across Canada.

Create an account or sign in to continue with yo..."
474,You Don't Have to Be Christian to Loathe the Opening of the Paris Olympics,2024-07-30,townhall.com,https://townhall.com/columnists/dennisprager/2024/07/30/you-dont-have-to-be-christian-to-loathe-the-opening-of-the-paris-olympics-n2642702,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, religion, religious, mock, mockery, offend, offensive",11,"I am a Jew, not a Christian. Yet I found loathsome the mockery of the Last Supper -- one of the holiest scenes in the New Testament -- during the opening of the 2024 Olympics in Paris.

In fact, it is actually troubling to constantly read the words, ""Many Christians a..."
533,Archbishop condemns Paris Olympics' 'insulting' Last Supper parody,,www.aa.com.tr,https://www.aa.com.tr/en/europe/archbishop-condemns-paris-olympics-insulting-last-supper-parody/3287735,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, faith, biblical, mock, mockery, parody, offensive",11,"...es

Energy Terminal

AA Academy

Green Line

Discrimination Line

Fact Check Line

Career AA

Corporate News



LONDON

Archbishop Charles Scicluna of Malta, who also serves as an adjunct secretary of the Holy See’s Dicastery for the Doctrine of the Faith, has joined a growing chorus of protesters condemning a controversial segment of the Paris Olympics' opening ceremony that parodied Leonardo da Vinci's iconic 'Last Supper.'

Drag queens parodied Leonardo da Vinci’s rendition of the Last Supper..."
534,French opposition leader criticizes 'mockery of Christian Last Supper' at Paris Olympics,,www.aa.com.tr,https://www.aa.com.tr/en/europe/french-opposition-leader-criticizes-mockery-of-christian-last-supper-at-paris-olympics/3287729,high_precision,high,"opening ceremony, last supper","christian, jesus, apostles, faith, mock, mockery, blasphemy, parody, offend",11,"...ss News

Finance Terminal

Anadolu Images

Energy Terminal

AA Academy

Green Line

Discrimination Line

Fact Check Line

Career AA

Corporate News



ANKARA

Jean-Luc Melenchon, the leader of left-wing party France Unbowed (LFI), disapproved of the mockery of the Christian Last Supper, the final meal of Christ and his disciples, at the 2024 Paris Olympics opening ceremony.

In a blog post on Saturday, Melenchon disapproved of the parody involving drag queens reenacting Leonardo da Vinci's famou..."
684,Opening Ceremony Director Claims Drag Last Supper Not Bible-Inspired,2024-07-29,www.breitbart.com,https://www.breitbart.com/europe/2024/07/29/olympic-opening-ceremony-director-claims-drag-last-supper-not-inspired-by-bible/,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, apostles, religion, biblical, mock, mockery, parody",11,"The artistic director of the LBGT-themed Paris Olympics Opening Ceremony has claimed he did not intend to portray the Last Supper after an apparent parody of the Biblical event drew outrage from Christians across the world.

Thomas Jolly, the artistic director of the Olympic Opening Ceremony, denied on Su..."
685,Vatican Finally Condemns Paris Olympics Parody of Last Supper,2024-08-05,www.breitbart.com,https://www.breitbart.com/europe/2024/08/05/vatican-finally-condemns-paris-olympics-parody-of-last-supper/,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, apostles, religion, religious, mock, mockery, parody",11,"ROME — The Vatican said this weekend it was “saddened” by the drag queen parody of the Last Supper on display during the July 26 opening ceremony of the Paris Olympics, after critics complained loudly over the Vatican’s prolonged silence on the matter.

“The Holy See is saddened by some scenes of the opening ceremony of t..."
748,I'm a Muslim. I find Olympics' Last Supper scene insulting too,2024-08-07,www.christianpost.com,https://www.christianpost.com/voices/im-a-muslim-i-find-olympics-last-supper-scene-insulting-too.html,high_precision,high,last supper,"christianity, christian, jesus, religion, religious, faith, biblical, mock, mockery, offend",11,"The Christian Post

To enjoy our website, you'll need to enableJavaScriptin your web browser. Pleaseclick hereto learn how.

CP VOICES do not necessarily reflect the views of The Christian Post. Opinions expressed are solely those of the author(s).

Perh..."
867,Richard Madeley blasts Paris Olympics over one 'gratuitous' detail | TV & Radio | Showbiz & TV | Express.co.uk,2024-08-02,www.express.co.uk,https://www.express.co.uk/showbiz/tv-radio/1931541/richard-madeley-blast-paris-olympics-2024,high_precision,high,"opening ceremony, last supper","christianity, christian, religion, religious, biblical, mock, mockery, parody, offend",11,"TheParis Olympicsopening ceremony sparked controversy last week when it unintentionally featureda parody of Leonardo da Vinci’s The Last Supperstarring drag queens and dancers lining a large table.

While artistic director Thomas Jolly has said da Vinci’s 15th-centur..."
